Sentence	Request
I am working from our Hong Kong office for this week only Tel: 852 2545 2710 , and I can be contacted by phone there or by email.	0
Kind regards.	0
Philip Philip Annesley Conference Producer Risk Waters Group 44 20 7484 9866 44 20 7484 9800 www.risk-conferences.com/risk2001aus	0
They have agreed to take my reduced valuation on the Enron fleet.	0
A reduction of 16,079,000 in taxable value.	0
This results in savings of 482,375.	0
That's not all, our allocation based on records for operations outside of the state of Texas resulted in additional savings of 1,559,638.	0
Total savings to our 2000 budget will be 2,042,013.	0
This all came up rather suddenly, at least as far as I can tell.	0
If you have any interest, I would like to talk to you sometime.	0
My last day in the Portland area will be March 31, 2001.	0
I enjoyed working with you and wish you the best of everything.	0
My new address will be: Mary Hain Senior Regulatory Counsel ISO New England Inc. One Sullivan Road Holyoke, MA 01040-2841 413 535-4000 mhain@ISO-NE.com	0
It's 4 am and I think I have fixed it.	0
Maybe.	0
Bear with me if you are getting this for the second time this morning.	0
Everyone is getting into the act.	0
When I started this gig, I was the only guy in town writing to folks like you about the power industry in California.	0
This week, Governor Gray Davis decided to write his own Burrito.	0
No stone left unturned.	0
They need to clear out.	0
They re-define our reality each week with mind-numbing aplomb.	0
For example, starting in early June, the PX was ordered to compete for business against other Qualified Trading Vehicles.	0
Then, two weeks later, the Energy F hrer legislated that idea to an early death which kept the status quo for at least one year.	0
Zip, bam, boom.	0
Then, they will collect data from innocent businesses under subpoena, ignore the facts, and publish a report.	0
It makes one want to take a deep breath, and inhale the scented fumes of democracy.	0
@@@ The PUC issues its scathing report @@@ The ISO invokes 250 price caps.	0
Duh	0
Well, the answer very clearly is no.	0
Consider the following.	0
First, they waltz their default customers into the summer with little of no protection from price spikes in the wholesale market.	0
Forgivable in that it is human to err.	0
The prices skyrocket in June, and they start looking for who to blame.	0
Must be them damn independent generators,O say their managers.	0
Next, under pressure, they ask for help from suppliers and anyone else who will assist the utility and their customers.	0
Now they are in a panic because the Energy F hrer is visiting old ladies living in trailer parks, advising them not to pay their SDG&E electricity bill, and to continue to operate their air conditioners.	0
SDG&E puts a full page ad in the local newspaper telling everyone that SDG&E is doing everything it can to lower their electric bills, including asking the ISO for a 250 price cap, but the public can help by calling the ISO address and phone number provided in the ad and urging them to lower the cap.	0
I always thought the location of the ISO was a State secret for security reasons.	0
No secrets in San Diego.	0
But we are not done.	0
No sir, we are not.	0
Those buffalo heads who run that company decide they will win a gold star on their collective foreheads, and implement one of the four resolutions passed by the Electric Oversight Board.	0
The one they pick is to petition FERC on an expedited basis to cap at 250, the price at which sellers may bid energy or ancillary services into the ISO and the PX.	0
The primary reason is that Western power markets are not workably competitive.	0
In other words, they want FERC to set a max price on what generators can sell in addition to the price limit at which the ISO can buy	0
What I find most astounding about this double talk is that SDG&E continues to collect tons of money from the sales of regulatory must run energy into the PX.	0
These are sales from their stranded assets.	0
energy is not workably competitive.	0
Too much time in the direct sun light.	0
>>> Things on the Island of California @@@ The PUC issues its scathing report The PUC report released yesterday is a gem with which I have not spent enough time.	0
I only read the Executive Summary, and that only because our counsel, Dan Douglass forwarded me a copy.	0
I would recommend reading the whole text if you have time, and if you seek perverse entertainment.	0
California is experiencing major problems with electricity supply and pricing caused by policies and procedures adopted over the past ten years.	0
Since June, wholesale prices for electrical power in California have increased on average 270% over the same period in 1999, resulting in over 1 billion in excess payments for electricity.	0
Hot weather, aging power plant and transmission infrastructure, and dysfunctional bidding behavior in the wholesale power markets combined to drive prices up ... Because of serious market defects and tight supply of electricity, purchasers of California power will likely pay billions more in electricity costs this year.	0
Moreover, these price increases do not necessarily fund new investments in electricity supply or delivery reliability - they may flow solely to power producer profit margins.	0
Despite the Electricity Oversight Board's legislative mandate to oversee those institutions, we have been unable to obtain bid data.	0
Nevertheless, ... , we believe enough evidence of questionable behavior exists that the Attorney General should conduct an investigation into these statewide market practices, coordinating with other State agencies, including the PUC and the EOB.	0
Such an investigation would provide the factual foundation that California policy makers and regulators need to recover any illegally obtained profits.	0
A momentous consequence of California's attempt to create a market in electricity is that the federal government now regulates California's electric system.	0
Washington D.C. now controls pricing decisions directly at the wholesale level and indirectly at the retail level and, to the extent that supply incentives are correlated to prices, Washington, D.C. now affects California's ability to attract new investment in power plants.	0
Past administrations' willingness to cede the State's authority to the federal government combined with the legislative creation of two non-public supervisory organizations that have no duty to protect the public or consider the retail customer.	0
